"id","name","city","district","star_rating","price_per_night","available_rooms","amenities","address"
"1509","水乡虎丘中心索菲特","苏州","姑苏区","5","2253","34","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","苏州市姑苏区虎丘路499号"
"1510","苏州观前街华侨城洲际酒店","苏州","吴江区","5","833","37","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","苏州市吴江区观前街路384号"
"1511","凯宾斯基(山塘街店)","苏州","吴江区","5","1995","13","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","苏州市吴江区山塘街路358号"
"1512","鲁能希尔顿(拙政园都会店)","苏州","工业园区","5","1481","18","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","苏州市工业园区拙政园路252号"
"1513","水乡平江路商务鲁能希尔顿","苏州","虎丘区","5","1343","23","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","苏州市虎丘区平江路路417号"
"1514","姑苏金鸡湖新华联丽景","苏州","吴江区","5","1074","16","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","苏州市吴江区金鸡湖路18号"
"1515","苏州山塘街悦榕庄酒店","苏州","相城区","5","2075","15","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","苏州市相城区山塘街路350号"
"1516","虹夕诺雅(苏州中心4号店)","苏州","虎丘区","5","2731","21","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","苏州市虎丘区苏州中心路183号"
"1517","园林安缦(拙政园店)","苏州","姑苏区","5","2220","37","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","苏州市姑苏区拙政园路37号"
"1518","苏州拙政园半岛酒店","苏州","吴江区","5","1163","25","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","苏州市吴江区拙政园路119号"
"1519","丽思卡尔顿(独墅湖店)","苏州","吴中区","5","1867","39","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","苏州市吴中区独墅湖路425号"
"1520","凯悦(江南山塘街店)","苏州","姑苏区","5","986","27","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","苏州市姑苏区山塘街路295号"
"1521","园林君亭(石路店)","苏州","吴江区","4","408","54","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市吴江区石路路358号"
"1522","园林苏州中心开元名都酒店","苏州","吴中区","4","696","46","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市吴中区苏州中心路134号"
"1523","维景国际(观前街3号店)","苏州","虎丘区","4","413","35","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市虎丘区观前街路253号"
"1524","华美达(园林石路店)","苏州","工业园区","4","422","46","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市工业园区石路路307号"
"1525","园林苏州中心精品假日酒店","苏州","虎丘区","4","392","26","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市虎丘区苏州中心路19号"
"1526","园林格兰云天(虎丘店)","苏州","工业园区","4","839","39","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市工业园区虎丘路401号"
"1527","全季旗舰(观前街5号店)","苏州","姑苏区","4","738","21","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市姑苏区观前街路283号"
"1528","苏州雅阁(狮子林店)","苏州","相城区","4","787","55","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市相城区狮子林路71号"
"1529","开元名都(江南金鸡湖店)","苏州","吴江区","4","548","41","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市吴江区金鸡湖路224号"
"1530","诺富特(虎丘店)","苏州","姑苏区","4","772","54","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市姑苏区虎丘路291号"
"1531","苏州虎丘希尔顿逸林酒店","苏州","姑苏区","4","479","48","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市姑苏区虎丘路93号"
"1532","美居(苏州山塘街店)","苏州","吴中区","4","482","58","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市吴中区山塘街路204号"
"1533","水乡金鸡湖雅阁酒店","苏州","工业园区","4","606","54","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市工业园区金鸡湖路106号"
"1534","水乡山塘街度假格兰云天","苏州","虎丘区","4","659","43","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市虎丘区山塘街路400号"
"1535","远洋(吴中虎丘店)","苏州","吴江区","4","865","26","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市吴江区虎丘路28号"
"1536","江南石路康铂酒店","苏州","相城区","4","558","28","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市相城区石路路431号"
"1537","岷山(平江路都会店)","苏州","工业园区","4","475","43","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市工业园区平江路路372号"
"1538","苏州虎丘度假亚朵S","苏州","工业园区","4","814","27","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市工业园区虎丘路11号"
"1539","格兰云天(苏州平江路店)","苏州","吴中区","4","436","23","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市吴中区平江路路143号"
"1540","江南万枫(观前街店)","苏州","相城区","4","395","34","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市相城区观前街路106号"
"1541","姑苏狮子林万枫","苏州","吴江区","4","662","22","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市吴江区狮子林路278号"
"1542","康铂(石路2号店)","苏州","吴中区","4","378","41","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市吴中区石路路372号"
"1543","江南丽笙(观前街店)","苏州","姑苏区","4","644","54","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市姑苏区观前街路238号"
"1544","丽笙(石路精品店)","苏州","吴江区","4","740","49","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市吴江区石路路382号"
"1545","姑苏观前街君亭酒店","苏州","吴中区","4","605","54","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","苏州市吴中区观前街路152号"
"1546","优程(园林狮子林店)","苏州","姑苏区","3","248","72","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市姑苏区狮子林路129号"
"1547","亚朵(苏州平江路店)","苏州","吴江区","3","396","41","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市吴江区平江路路228号"
"1548","苏州苏州中心秋果酒店","苏州","姑苏区","3","271","60","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市姑苏区苏州中心路327号"
"1549","宜必思尚品(江南观前街店)","苏州","吴江区","3","409","69","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市吴江区观前街路283号"
"1550","柏曼(苏州苏州中心店)","苏州","虎丘区","3","246","61","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市虎丘区苏州中心路66号"
"1551","莫林风尚(拙政园店)","苏州","虎丘区","3","209","71","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市虎丘区拙政园路20号"
"1552","水乡独墅湖城市便捷酒店","苏州","相城区","3","321","75","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市相城区独墅湖路117号"
"1553","水乡平江路如家精选","苏州","吴中区","3","396","52","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市吴中区平江路路277号"
"1554","园林虎丘丽枫酒店","苏州","吴中区","3","309","58","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市吴中区虎丘路58号"
"1555","希岸(虎丘3号店)","苏州","虎丘区","3","392","73","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市虎丘区虎丘路213号"
"1556","水乡狮子林和颐酒店","苏州","吴中区","3","263","68","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市吴中区狮子林路404号"
"1557","吴中青季(狮子林店)","苏州","工业园区","3","255","69","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市工业园区狮子林路16号"
"1558","锦江之星品尚(观前街1号店)","苏州","吴中区","3","207","68","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市吴中区观前街路109号"
"1559","柏曼(独墅湖行政店)","苏州","吴江区","3","276","67","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市吴江区独墅湖路17号"
"1560","白玉兰(金鸡湖5号店)","苏州","姑苏区","3","327","70","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市姑苏区金鸡湖路281号"
"1561","锐思特(金鸡湖4号店)","苏州","吴江区","3","348","63","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市吴江区金鸡湖路267号"
"1562","艺龙壹堂(平江路精品店)","苏州","虎丘区","3","264","45","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市虎丘区平江路路410号"
"1563","姑苏苏州中心旗舰青季","苏州","吴中区","3","241","58","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市吴中区苏州中心路376号"
"1564","锐思特(金鸡湖1号店)","苏州","吴中区","3","414","53","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市吴中区金鸡湖路335号"
"1565","喆啡(虎丘景观店)","苏州","相城区","3","325","38","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市相城区虎丘路474号"
"1566","丽呈睿轩(狮子林3号店)","苏州","工业园区","3","383","48","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市工业园区狮子林路175号"
"1567","柏曼(金鸡湖2号店)","苏州","相城区","3","327","61","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市相城区金鸡湖路324号"
"1568","姑苏苏州中心尚客优品酒店","苏州","姑苏区","3","287","46","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市姑苏区苏州中心路392号"
"1569","水乡喆啡(金鸡湖店)","苏州","虎丘区","3","186","74","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市虎丘区金鸡湖路86号"
"1570","姑苏和颐(独墅湖店)","苏州","吴江区","3","270","38","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市吴江区独墅湖路206号"
"1571","如家商旅(水乡平江路店)","苏州","姑苏区","3","331","68","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市姑苏区平江路路316号"
"1572","水乡汉庭优佳(观前街店)","苏州","姑苏区","3","413","56","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市姑苏区观前街路323号"
"1573","水乡狮子林度假艺龙壹堂","苏州","吴中区","3","214","76","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市吴中区狮子林路94号"
"1574","苏州拙政园行政希岸","苏州","姑苏区","3","346","59","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市姑苏区拙政园路195号"
"1575","江南拙政园柏曼酒店","苏州","吴江区","3","239","49","免费WiFi,餐厅,洗衣房,会议室,停车场","苏州市吴江区拙政园路253号"
"1576","六盘水(石路5号店)","苏州","吴江区","2","207","94","免费WiFi,24小时热水,空调,电视","苏州市吴江区石路路147号"
"1577","江南山塘街骏怡酒店","苏州","虎丘区","2","203","66","免费WiFi,24小时热水,空调,电视","苏州市虎丘区山塘街路221号"
"1578","吴中石路住友酒店","苏州","吴江区","2","143","76","免费WiFi,24小时热水,空调,电视","苏州市吴江区石路路85号"
"1579","海友(平江路度假店)","苏州","相城区","2","212","61","免费WiFi,24小时热水,空调,电视","苏州市相城区平江路路148号"
"1580","OYO(金鸡湖精品店)","苏州","虎丘区","2","111","66","免费WiFi,24小时热水,空调,电视","苏州市虎丘区金鸡湖路283号"
"1581","悠度(观前街5号店)","苏州","吴江区","2","201","64","免费WiFi,24小时热水,空调,电视","苏州市吴江区观前街路4号"
"1582","爱舍(山塘街4号店)","苏州","虎丘区","2","192","96","免费WiFi,24小时热水,空调,电视","苏州市虎丘区山塘街路267号"
"1583","江南布丁(平江路店)","苏州","姑苏区","2","212","95","免费WiFi,24小时热水,空调,电视","苏州市姑苏区平江路路253号"
"1584","OYO(苏州拙政园店)","苏州","吴中区","2","201","50","免费WiFi,24小时热水,空调,电视","苏州市吴中区拙政园路382号"
"1585","速8(金鸡湖3号店)","苏州","吴中区","2","134","98","免费WiFi,24小时热水,空调,电视","苏州市吴中区金鸡湖路323号"
"1586","水乡金鸡湖悠度酒店","苏州","工业园区","2","154","52","免费WiFi,24小时热水,空调,电视","苏州市工业园区金鸡湖路478号"
"1587","吴中虎丘住友","苏州","吴江区","2","179","41","免费WiFi,24小时热水,空调,电视","苏州市吴江区虎丘路126号"
"1588","布丁(园林狮子林店)","苏州","虎丘区","2","159","59","免费WiFi,24小时热水,空调,电视","苏州市虎丘区狮子林路249号"
"1589","贝壳(苏州中心中心店)","苏州","吴中区","2","180","51","免费WiFi,24小时热水,空调,电视","苏州市吴中区苏州中心路487号"
"1590","水乡虎丘住友酒店","苏州","姑苏区","2","161","111","免费WiFi,24小时热水,空调,电视","苏州市姑苏区虎丘路313号"
"1591","水乡拙政园景观99优选","苏州","姑苏区","2","132","118","免费WiFi,24小时热水,空调,电视","苏州市姑苏区拙政园路195号"
"1592","水乡山塘街都会轻住","苏州","相城区","2","122","78","免费WiFi,24小时热水,空调,电视","苏州市相城区山塘街路431号"
"1593","速8(苏州中心3号店)","苏州","相城区","2","168","101","免费WiFi,24小时热水,空调,电视","苏州市相城区苏州中心路152号"
"1594","姑苏城市便捷(金鸡湖店)","苏州","吴中区","2","140","71","免费WiFi,24小时热水,空调,电视","苏州市吴中区金鸡湖路340号"
"1595","苏州拙政园行政微客","苏州","相城区","2","113","84","免费WiFi,24小时热水,空调,电视","苏州市相城区拙政园路357号"
"1596","拾光里(拙政园4号店)","苏州","相城区","2","186","70","免费WiFi,24小时热水,空调,电视","苏州市相城区拙政园路15号"
"1597","吴中独墅湖宜居酒店","苏州","虎丘区","2","170","81","免费WiFi,24小时热水,空调,电视","苏州市虎丘区独墅湖路134号"
"1598","江南骏怡(狮子林店)","苏州","相城区","2","132","46","免费WiFi,24小时热水,空调,电视","苏州市相城区狮子林路138号"
"1599","爱舍(水乡虎丘店)","苏州","吴中区","2","156","92","免费WiFi,24小时热水,空调,电视","苏州市吴中区虎丘路114号"
"1600","逸米(虎丘5号店)","苏州","工业园区","2","141","56","免费WiFi,24小时热水,空调,电视","苏州市工业园区虎丘路310号"
"1601","桂林漓江旗舰朗廷","桂林","叠彩区","5","2045","39","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市叠彩区漓江路181号"
"1602","宝格丽(桂林漓江店)","桂林","雁山区","5","2873","16","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市雁山区漓江路81号"
"1603","朗廷(阳朔两江四湖店)","桂林","七星区","5","2037","23","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市七星区两江四湖路111号"
"1604","碧莲两江四湖宝格丽酒店","桂林","秀峰区","5","2836","13","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市秀峰区两江四湖路257号"
"1605","建国铂萃(阳朔漓江店)","桂林","象山区","5","779","17","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市象山区漓江路324号"
"1606","漓江莱佛士(漓江店)","桂林","七星区","5","2321","14","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市七星区漓江路419号"
"1607","桂林阳朔西街都会喜来登","桂林","秀峰区","5","2381","10","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市秀峰区阳朔西街路8号"
"1608","朗廷(象鼻山景观店)","桂林","秀峰区","5","1958","35","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市秀峰区象鼻山路166号"
"1609","桂湖恒大海上(漓江店)","桂林","七星区","5","1510","13","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市七星区漓江路136号"
"1610","桂湖虹夕诺雅(正阳步行街店)","桂林","叠彩区","5","1061","17","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市叠彩区正阳步行街路496号"
"1611","桂湖龙脊梯田精品华侨城洲际","桂林","叠彩区","5","2864","26","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市叠彩区龙脊梯田路126号"
"1612","君澜度假(桂林正阳步行街店)","桂林","临桂区","5","1123","24","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市临桂区正阳步行街路115号"
"1613","半岛(桂林世外桃源店)","桂林","象山区","5","2632","28","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市象山区世外桃源路56号"
"1614","山水银子岩虹夕诺雅酒店","桂林","象山区","5","1373","16","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市象山区银子岩路443号"
"1615","桂湖金陵江滨(两江四湖店)","桂林","秀峰区","5","2619","26","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市秀峰区两江四湖路371号"
"1616","漓江半岛(漓江店)","桂林","叠彩区","5","1955","33","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市叠彩区漓江路173号"
"1617","桂林银子岩瑞吉酒店","桂林","临桂区","5","1778","32","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市临桂区银子岩路108号"
"1618","阳朔东西巷行政宝格丽","桂林","叠彩区","5","1645","20","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市叠彩区东西巷路237号"
"1619","桂湖东西巷首旅南苑酒店","桂林","临桂区","5","2423","32","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市临桂区东西巷路40号"
"1620","漓江漓江都会君澜度假","桂林","象山区","5","1177","15","游泳池,健身房,SPA,商务中心,行政酒廊,免费WiFi,停车场,接机服务","桂林市象山区漓江路102号"
"1621","丽怡(漓江度假店)","桂林","叠彩区","4","848","28","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市叠彩区漓江路384号"
"1622","阳朔世外桃源远洋酒店","桂林","秀峰区","4","795","38","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市秀峰区世外桃源路369号"
"1623","丽呈(银子岩2号店)","桂林","雁山区","4","494","38","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市雁山区银子岩路268号"
"1624","桂湖桔子水晶(银子岩店)","桂林","雁山区","4","823","33","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市雁山区银子岩路480号"
"1625","碧莲象鼻山都会凯里亚德","桂林","象山区","4","835","20","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市象山区象鼻山路163号"
"1626","漓江象鼻山诺翰酒店","桂林","叠彩区","4","669","32","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市叠彩区象鼻山路103号"
"1627","桂湖正阳步行街豪生酒店","桂林","七星区","4","829","58","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市七星区正阳步行街路81号"
"1628","山水东西巷行政华美达","桂林","象山区","4","364","32","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市象山区东西巷路141号"
"1629","美居(阳朔桂林站店)","桂林","临桂区","4","762","36","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市临桂区桂林站路288号"
"1630","碧莲两江四湖中航泊悦酒店","桂林","秀峰区","4","571","37","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市秀峰区两江四湖路92号"
"1631","开元曼居(阳朔西街4号店)","桂林","象山区","4","688","56","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市象山区阳朔西街路396号"
"1632","丽呈(桂林站度假店)","桂林","临桂区","4","522","20","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市临桂区桂林站路402号"
"1633","全季旗舰(阳朔西街中心店)","桂林","雁山区","4","518","50","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市雁山区阳朔西街路448号"
"1634","万怡(阳朔西街4号店)","桂林","秀峰区","4","785","50","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市秀峰区阳朔西街路168号"
"1635","桂湖戴斯(阳朔西街店)","桂林","象山区","4","736","44","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市象山区阳朔西街路362号"
"1636","雅阁(龙脊梯田1号店)","桂林","雁山区","4","569","30","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市雁山区龙脊梯田路485号"
"1637","碧莲丽呈(象鼻山店)","桂林","叠彩区","4","851","36","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市叠彩区象鼻山路351号"
"1638","开元名都(世外桃源行政店)","桂林","临桂区","4","375","43","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市临桂区世外桃源路438号"
"1639","澳斯特(银子岩景观店)","桂林","临桂区","4","545","44","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市临桂区银子岩路192号"
"1640","金陵饭店(碧莲漓江店)","桂林","象山区","4","549","20","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市象山区漓江路301号"
"1641","戴斯(阳朔西街1号店)","桂林","七星区","4","629","22","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市七星区阳朔西街路332号"
"1642","碧莲正阳步行街丽呈","桂林","叠彩区","4","609","37","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市叠彩区正阳步行街路321号"
"1643","诺富特(漓江4号店)","桂林","临桂区","4","852","31","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市临桂区漓江路243号"
"1644","中航泊悦(漓江2号店)","桂林","七星区","4","531","28","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市七星区漓江路43号"
"1645","诺翰(桂林漓江店)","桂林","叠彩区","4","449","54","健身房,餐厅,会议室,免费WiFi,停车场,商务中心","桂林市叠彩区漓江路143号"
"1646","尚客优品(碧莲桂林站店)","桂林","临桂区","3","394","73","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市临桂区桂林站路435号"
"1647","柏曼(象鼻山1号店)","桂林","雁山区","3","420","72","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市雁山区象鼻山路207号"
"1648","锐思特(漓江2号店)","桂林","秀峰区","3","366","47","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市秀峰区漓江路43号"
"1649","阳朔漓江商务城市便捷","桂林","七星区","3","309","56","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市七星区漓江路89号"
"1650","山水龙脊梯田亚朵酒店","桂林","雁山区","3","267","59","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市雁山区龙脊梯田路291号"
"1651","桂湖正阳步行街桔子酒店","桂林","秀峰区","3","226","76","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市秀峰区正阳步行街路45号"
"1652","城市便捷(桂林站店)","桂林","临桂区","3","381","30","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市临桂区桂林站路112号"
"1653","青季(阳朔阳朔西街店)","桂林","临桂区","3","394","73","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市临桂区阳朔西街路329号"
"1654","碧莲尚客优品(象鼻山店)","桂林","七星区","3","360","48","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市七星区象鼻山路92号"
"1655","格盟(桂林站景观店)","桂林","七星区","3","393","42","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市七星区桂林站路140号"
"1656","尚客优品(漓江龙脊梯田店)","桂林","七星区","3","203","61","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市七星区龙脊梯田路182号"
"1657","山水东西巷青季酒店","桂林","叠彩区","3","393","67","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市叠彩区东西巷路198号"
"1658","白玉兰(桂湖桂林站店)","桂林","象山区","3","345","73","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市象山区桂林站路408号"
"1659","都市花园(银子岩3号店)","桂林","临桂区","3","203","62","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市临桂区银子岩路396号"
"1660","山水两江四湖宜必思尚品酒店","桂林","叠彩区","3","416","37","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市叠彩区两江四湖路265号"
"1661","城市便捷(阳朔象鼻山店)","桂林","叠彩区","3","324","54","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市叠彩区象鼻山路338号"
"1662","山水阳朔西街丽枫酒店","桂林","临桂区","3","220","56","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市临桂区阳朔西街路244号"
"1663","优程(山水阳朔西街店)","桂林","象山区","3","221","59","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市象山区阳朔西街路280号"
"1664","城市便捷(正阳步行街5号店)","桂林","雁山区","3","357","57","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市雁山区正阳步行街路375号"
"1665","逸柏(两江四湖3号店)","桂林","七星区","3","303","73","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市七星区两江四湖路206号"
"1666","桂林雅斯特(两江四湖店)","桂林","雁山区","3","289","79","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市雁山区两江四湖路138号"
"1667","逸柏(漓江都会店)","桂林","象山区","3","416","49","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市象山区漓江路454号"
"1668","漓江桂林站中心潮漫","桂林","象山区","3","265","80","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市象山区桂林站路492号"
"1669","桂林如家精选(龙脊梯田店)","桂林","象山区","3","281","40","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市象山区龙脊梯田路236号"
"1670","亚朵(碧莲象鼻山店)","桂林","象山区","3","258","35","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市象山区象鼻山路95号"
"1671","如家商旅(世外桃源商务店)","桂林","秀峰区","3","355","65","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市秀峰区世外桃源路433号"
"1672","桂林正阳步行街青季酒店","桂林","象山区","3","300","65","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市象山区正阳步行街路352号"
"1673","碧莲逸柏(两江四湖店)","桂林","叠彩区","3","360","45","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市叠彩区两江四湖路391号"
"1674","阳朔汉庭优佳(象鼻山店)","桂林","七星区","3","377","50","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市七星区象鼻山路460号"
"1675","都市花园(世外桃源1号店)","桂林","雁山区","3","268","61","免费WiFi,餐厅,洗衣房,会议室,停车场","桂林市雁山区世外桃源路343号"
"1676","汉庭(漓江桂林站店)","桂林","象山区","2","145","83","免费WiFi,24小时热水,空调,电视","桂林市象山区桂林站路257号"
"1677","桂湖桂林站旗舰如家","桂林","叠彩区","2","128","57","免费WiFi,24小时热水,空调,电视","桂林市叠彩区桂林站路256号"
"1678","桂林两江四湖派酒店酒店","桂林","七星区","2","142","89","免费WiFi,24小时热水,空调,电视","桂林市七星区两江四湖路335号"
"1679","阳朔贝壳(象鼻山店)","桂林","七星区","2","185","101","免费WiFi,24小时热水,空调,电视","桂林市七星区象鼻山路18号"
"1680","阳朔象鼻山景观OYO","桂林","象山区","2","165","53","免费WiFi,24小时热水,空调,电视","桂林市象山区象鼻山路239号"
"1681","山水阳朔西街尚客优酒店","桂林","临桂区","2","119","80","免费WiFi,24小时热水,空调,电视","桂林市临桂区阳朔西街路66号"
"1682","阳朔正阳步行街度假悠度","桂林","秀峰区","2","184","91","免费WiFi,24小时热水,空调,电视","桂林市秀峰区正阳步行街路217号"
